rxn,smiles,ea
MR_100589_1,[C:1]([N:4]([N:3]([C:6]([N:5]([C:2]([H:14])([H:15])[H:16])[H:10])=[O:7])[H:8])[H:9])([H:11])([H:12])[H:13]>>[C:1]([N:4]([N:3]([C:6]([N:5]([C:2]([H:14])([H:15])[H:16])[H:9])=[O:7])[H:8])[H:10])([H:11])([H:12])[H:13],51.50896500000243
MR_10058_0,[C:1]([N:3]([N:2](/[N:5]=[N:6]/[N:4]([H:9])[H:10])[H:7])[H:8])([H:11])([H:12])[H:13]>>[C:1]([N:3]([N:6]([N:4]([H:9])[H:10])/[N:5]=[N:2]/[H:7])[H:8])([H:11])([H:12])[H:13],62.73619499997778
MR_100708_1,[C:1](/[C:6](=[C:5](/[N:2]([N:3]([H:8])[H:9])/[C:4](=[N:7]\[H:10])[H:11])[H:12])[H:13])([H:14])([H:15])[H:16]>>[C:1]([C@:6](/[C:4](=[N:7]\[H:10])[H:11])(/[C:5](=[N:2]/[N:3]([H:8])[H:9])[H:12])[H:13])([H:14])([H:15])[H:16],65.87871499999792
MR_100791_1,[C:1]([C:2]([H:13])([H:14])[H:15])([C:3]([O:6][H:10])=[O:8])(/[C:4](=[N:7]/[O:5][H:9])[H:12])[H:11]>>[C:1](\[C:2]([H:13])([H:14])[H:15])(=[C:4](\[N:7]([C:3]([O:6][H:10])=[O:8])[O:5][H:9])[H:12])[H:11],66.70136749998974
MR_100802_0,[C:1](\[C:2]([H:12])([H:13])[H:14])(=[C:3](/[O:5][H:8])[O:7]/[C:4](=[N:6]/[H:10])[H:11])[H:9]>>[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([O:5][H:8])=[O:7])(/[C:4](=[N:6]/[H:10])[H:11])[H:9],50.49743499998812
MR_100914_1,[C:1]([C:3]([N:2]([N:4]([H:9])[H:10])[H:7])=[O:6])([O:5][H:8])([H:11])[H:12]>>[C:1]([C:3]([N:2]([N:4]([H:9])[H:10])[H:8])=[O:6])([O:5][H:7])([H:11])[H:12],56.28926000002522
MR_100987_0,[C:1]([C:3]([N:4]([H:8])[H:9])=[O:7])(/[N:5]=[N:6]/[C:2]([H:12])([H:13])[H:14])([H:10])[H:11]>>[C:1](=[N:5][N:6]([C:2]([H:12])([H:13])[H:14])[C:3]([N:4]([H:8])[H:9])=[O:7])([H:10])[H:11],58.98437249999788
MR_100987_1,[C:1]([C:3]([N:4]([H:8])[H:9])=[O:7])(/[N:5]=[N:6]/[C:2]([H:12])([H:13])[H:14])([H:10])[H:11]>>[C:1](=[N:5][N:6]([C:2]([H:12])([H:13])[H:14])[C:3]([N:4]([H:8])[H:9])=[O:7])([H:10])[H:11],61.525747500001984
MR_100999_0,[C:1]([C:2]([N:3]([H:6])[H:7])=[O:5])([N:4]([H:8])[H:9])([H:10])[H:11]>>[C:1](=[C:2](\[N:3]([H:6])[H:7])[O:5][H:11])(\[N:4]([H:8])[H:9])[H:10],66.30918000001685
MR_100999_2,[C:1]([C:2]([N:3]([H:6])[H:7])=[O:5])([N:4]([H:8])[H:9])([H:10])[H:11]>>[C:1](=[C:2](\[N:3]([H:6])[H:7])[O:5][H:11])(\[N:4]([H:8])[H:9])[H:10],69.761057500005
MR_101025_1,[C:1]([C:3]12[C:2]([O:8][H:11])([C:4]([H:12])=[C:5]1[H:13])[O:6]2)([O:7][H:10])=[O:9]>>[C:1]([c:3]1[c:5]([H:13])[c:4]([H:12])[c:2]([O:8][H:11])[o:6]1)([O:7][H:10])=[O:9],12.38371249998039
MR_101044_0,[C:1]([C:4]([C:3]([C:2]([O:5][H:9])=[O:8])[O:6][H:10])[O:7][H:11])([H:12])([H:13])[H:14]>>[C:1]([C@:4]1([O:7][H:11])[C:3]([O:6][H:10])=[C:2]([O:5][H:9])[O:8]1)([H:12])([H:13])[H:14],60.263217500015
MR_101044_1,[C:1](/[C:4](=[C:3](\[C:2]([O:5][H:9])=[O:8])[O:6][H:10])[O:7][H:11])([H:12])([H:13])[H:14]>>[C:1]([C@:4]1([O:7][H:11])[C:3]([O:6][H:10])=[C:2]([O:5][H:9])[O:8]1)([H:12])([H:13])[H:14],52.93401750000712
MR_101044_2,[C:1](/[C:4](=[C:3](\[C:2]([O:5][H:9])=[O:8])[O:6][H:10])[O:7][H:11])([H:12])([H:13])[H:14]>>[C:1]([C@:4]1([O:7][H:11])[C:3]([O:6][H:10])=[C:2]([O:5][H:9])[O:8]1)([H:12])([H:13])[H:14],54.3804049999936
MR_101054_0,[C:1]([C:2]([O:3][H:5])([O:4][H:14])[C:11]([C:9]([H:17])([H:18])[H:19])([C:10]([O:12][H:15])=[O:13])[H:16])([H:6])([H:7])[H:8]>>[C:1]([C:2](=[O:4])[C:11]([C:9]([H:17])([H:18])[H:19])([C:10]([O:3][H:5])([O:12][H:15])[O:13][H:14])[H:16])([H:6])([H:7])[H:8],44.54183250000781
MR_101078_1,[C:1](=[C:6]([C:5](/[C:3]([C:2]([H:15])([H:16])[H:17])=[N:7]\[H:8])([N:4]([H:9])[H:10])[H:13])[H:14])([H:11])[H:12]>>[C:1](/[C:3]([C:2]([H:15])([H:16])[H:17])=[N:7]\[H:8])(/[C:6](=[C:5](\[N:4]([H:9])[H:10])[H:13])[H:14])([H:11])[H:12],64.89228499999157
MR_101087_1,[C:1](/[C:3]([C:2]([H:13])([H:14])[H:15])=[N:7]/[N:4]([H:8])[H:9])([C:5](=[C:6]([H:16])[H:17])[H:12])([H:10])[H:11]>>[C:1](=[C:3]([C:2]([H:13])([H:14])[H:15])[N:7]([N:4]([H:8])[H:9])[C:5](=[C:6]([H:16])[H:17])[H:12])([H:10])[H:11],71.00915500002841
MR_1010_0,[C:1]([C:3]([H:14])([H:15])[H:16])([O:5]/[C:4]([C:2]([H:11])([H:12])[H:13])=[N:7]/[O:6][H:8])([H:9])[H:10]>>[C:1]([C:3]([H:14])([H:15])[H:16])([N:7]([C:4]([C:2]([H:11])([H:12])[H:13])=[O:5])[O:6][H:8])([H:9])[H:10],51.14187750000184
MR_1010_1,[C:1]([C:3]([H:14])([H:15])[H:16])([O:5]/[C:4]([C:2]([H:11])([H:12])[H:13])=[N:7]/[O:6][H:8])([H:9])[H:10]>>[C:1]([C:3]([H:14])([H:15])[H:16])([N:7]([C:4]([C:2]([H:11])([H:12])[H:13])=[O:5])[O:6][H:8])([H:9])[H:10],51.64199499998759
MR_101138_2,[C:1](/[C:3]([N:4]([H:9])[H:10])=[N:6]\[N:2]([C:5](=[O:7])[H:11])[H:8])([H:12])([H:13])[H:14]>>[C:1]([C@@:3]1([N:4]([H:9])[H:10])[N:2]([H:8])[N:6]1[C:5](=[O:7])[H:11])([H:12])([H:13])[H:14],72.57351250000241
MR_101246_0,[C@@:1]([C:5]([H:19])([H:20])[H:21])([N:6]([C:4]([H:16])([H:17])[H:18])[O:7][C:2]([H:10])([H:11])[H:12])([O:8][C:3]([H:13])([H:14])[H:15])[H:9]>>[C@:1]([C:5]([H:19])([H:20])[H:21])([N:6]([C:4]([H:16])([H:17])[H:18])[O:8][C:3]([H:13])([H:14])[H:15])([O:7][C:2]([H:10])([H:11])[H:12])[H:9],70.37161500003293
MR_101246_1,[C:1]([C:5]([H:19])([H:20])[H:21])([N:6]([C:4]([H:16])([H:17])[H:18])[O:7][C:2]([H:10])([H:11])[H:12])([O:8][C:3]([H:13])([H:14])[H:15])[H:9]>>[C:1]([C:5]([H:19])([H:20])[H:21])([N:6]([C:4]([H:16])([H:17])[H:18])[O:8][C:3]([H:13])([H:14])[H:15])([O:7][C:2]([H:10])([H:11])[H:12])[H:9],73.09245500001197
MR_101284_0,[C:1]([C:5](/[C:3](=[N:7]\[H:9])[H:10])(/[C:4](=[N:2]\[O:6][H:8])[H:11])[H:12])([H:13])([H:14])[H:15]>>[C:1](/[C:5](=[C:4](\[N:2](/[C:3](=[N:7]\[H:9])[H:10])[O:6][H:8])[H:11])[H:12])([H:13])([H:14])[H:15],71.54190250000312
MR_101292_0,[C:1]([N:4]([C:3]([H:18])([H:19])[H:20])[O:8][C:2]([H:15])([H:16])[H:17])(/[C:7](=[C:6](/[N:5]([H:9])[H:10])[H:13])[H:14])([H:11])[H:12]>>[C:1]1([H:11])([H:12])[N:4]([C:3]([H:18])([H:19])[H:20])[C:7]1([C:6]([N:5]([H:9])[H:10])([O:8][C:2]([H:15])([H:16])[H:17])[H:13])[H:14],64.23843000000161
MR_101357_0,[C:1]([N:3]([C:2]([H:12])([H:13])[H:14])[C:4](=[O:6])[H:8])([C:5](=[O:7])[H:11])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[N:3]([C:2]([H:12])([H:13])[H:14])[C:5]1([O:7][C:4](=[O:6])[H:8])[H:11],64.27043249999215
MR_101357_2,[C:1]([N:3]([C:2]([H:12])([H:13])[H:14])[C:4](=[O:6])[H:8])([C:5](=[O:7])[H:11])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[N:3]([C:2]([H:12])([H:13])[H:14])[C:5]1([O:7][C:4](=[O:6])[H:8])[H:11],63.889539999990745
MR_101400_0,[C:1](/[N:8]=[C:5]([C:2]([H:15])([H:16])[H:17])/[C:4]([N:6]([H:9])[H:10])=[C:7](/[C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:14]>>[C:1]([N:8]1[C:5]([C:2]([H:15])([H:16])[H:17])=[C:4]([N:6]([H:9])[H:10])[C:7]1([C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:14],48.46057000003
MR_101400_1,[C:1](/[N:8]=[C:5]([C:2]([H:15])([H:16])[H:17])/[C:4]([N:6]([H:9])[H:10])=[C:7](/[C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:14]>>[C:1]([N:8]1[C:5]([C:2]([H:15])([H:16])[H:17])=[C:4]([N:6]([H:9])[H:10])[C:7]1([C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:14],48.72725749999873
MR_101400_2,[C:1](/[N:8]=[C:5]([C:2]([H:15])([H:16])[H:17])/[C:4]([N:6]([H:9])[H:10])=[C:7](\[C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:14]>>[C:1]([N:8]1[C:5]([C:2]([H:15])([H:16])[H:17])=[C:4]([N:6]([H:9])[H:10])[C:7]1([C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:14],47.14344749996684
MR_101407_0,[C:1]1([H:13])([H:14])[N:3]([H:8])[C:2]([H:15])([H:16])[C:5]([N:7]([H:10])[H:11])=[C:4]1[N:6]([H:9])[H:12]>>[C:1]1([H:13])([H:14])[N:3]([H:8])[C:4]1([C:5](=[C:2]([H:15])[H:16])[N:7]([H:10])[H:11])[N:6]([H:9])[H:12],58.72960750003472
MR_101517_1,[C:1](\[C:3]([H:17])([H:18])[H:19])(=[C:5](\[C:6]([C:4]([C:2]([H:14])([H:15])[H:16])=[O:9])([C:7](=[C:8]([H:20])[H:21])[H:13])[H:12])[H:11])[H:10]>>[C:1]([C:3]([H:17])([H:18])[H:19])([C:4]([C:2]([H:14])([H:15])[H:16])=[O:9])(/[C:5](=[C:6](/[C:7](=[C:8]([H:20])[H:21])[H:13])[H:12])[H:11])[H:10],53.05575250002079
MR_10163_0,[C:1]([C:2]([O:7][C:4]([H:16])([H:17])[H:18])([H:11])[H:12])([N:5]([H:9])[H:10])([O:6][C:3]([H:13])([H:14])[H:15])[H:8]>>[C:1]([C:2]([O:6][C:3]([H:13])([H:14])[H:15])([H:11])[H:12])([N:5]([H:9])[H:10])([O:7][C:4]([H:16])([H:17])[H:18])[H:8],67.18705249997626
MR_10163_1,[C:1]([C:2]([O:7][C:4]([H:16])([H:17])[H:18])([H:11])[H:12])([N:5]([H:9])[H:10])([O:6][C:3]([H:13])([H:14])[H:15])[H:8]>>[C:1]([C:2]([O:6][C:3]([H:13])([H:14])[H:15])([H:11])[H:12])([N:5]([H:9])[H:10])([O:7][C:4]([H:16])([H:17])[H:18])[H:8],66.0123724999815
MR_101728_1,[C@:1]([C@:2]([C:4]([H:17])([H:18])[H:19])([N:6]([H:12])[H:13])[H:9])([C:3]([H:14])([H:15])[H:16])([O:7][N:5]([H:10])[H:11])[H:8]>>[C@@:1]([C@@:2]([C:4]([H:17])([H:18])[H:19])([O:7][N:5]([H:10])[H:11])[H:9])([C:3]([H:14])([H:15])[H:16])([N:6]([H:12])[H:13])[H:8],73.02907749999363
MR_101810_1,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([H:9])[H:10])([O:4][O:5][H:6])([H:7])[H:8]>>[C:1]([O:4][C:2]([C:3]([H:11])([H:12])[H:13])([H:9])[H:10])([O:5][H:6])([H:7])[H:8],67.89047999998374
MR_101950_1,[C:1]([C:5]([O:7][C:2]([H:12])([H:13])[H:14])=[O:9])([N:8]=[C:6]([C:3]([H:15])([H:18])[H:19])[C:4]([H:16])([H:17])[H:20])([H:10])[H:11]>>[C:1]1([H:10])([H:11])[C:5](=[O:9])[N:8]1[C:6]([C:3]([H:15])([H:18])[H:19])([C:4]([H:16])([H:17])[H:20])[O:7][C:2]([H:12])([H:13])[H:14],71.86255499997827
MR_101959_0,[C:1]([C:2]([N:6]([H:10])[H:11])([H:12])[H:13])([C:3]([H:15])([H:16])[H:17])([C:4]([H:14])([H:18])[H:19])[C:5]([O:7][H:9])=[O:8]>>[C:1](/[C:2](=[N:6]/[H:10])[H:12])([C:3]([H:15])([H:16])[H:17])([C:4]([H:14])([H:18])[H:19])[C:5]([O:7][H:9])([O:8][H:11])[H:13],68.06053249998243
MR_102000_0,[C:1]([C:3](=[C:2]([N:4]([H:7])[H:8])[N:5]([H:9])[H:10])[N:6]([H:11])[H:12])([H:13])([H:14])[H:15]>>[C:1]([C:3](/[C:2]([N:4]([H:7])[H:8])=[N:5]/[H:9])([N:6]([H:11])[H:12])[H:10])([H:13])([H:14])[H:15],52.53116250002549
MR_102000_1,[C:1]([C:3](=[C:2]([N:4]([H:7])[H:8])[N:5]([H:9])[H:10])[N:6]([H:11])[H:12])([H:13])([H:14])[H:15]>>[C:1]([C:3](/[C:2]([N:4]([H:7])[H:8])=[N:5]/[H:9])([N:6]([H:11])[H:12])[H:10])([H:13])([H:14])[H:15],55.53626000000023
MR_102081_0,[C:1]([C:2]([H:13])([H:14])[H:15])([O:7]/[C:4]([N:5]([H:8])[H:9])=[C:6](\[C:3]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11]>>[C:1]([C:2]([H:13])([H:14])[H:15])([C:6]([C:3]([H:16])([H:17])[H:18])([C:4]([N:5]([H:8])[H:9])=[O:7])[H:12])([H:10])[H:11],59.68403499997919
MR_102081_1,[C:1]([C:2]([H:13])([H:14])[H:15])([O:7]/[C:4]([N:5]([H:8])[H:9])=[C:6](\[C:3]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11]>>[C:1]([C:2]([H:13])([H:14])[H:15])([C:6]([C:3]([H:16])([H:17])[H:18])([C:4]([N:5]([H:8])[H:9])=[O:7])[H:12])([H:10])[H:11],61.54080749999963
MR_102131_0,[C:1]1([H:9])([H:10])[C:3]([C:2](=[O:7])[H:8])([H:11])[C:4]1([C:5](=[C:6]([H:14])[H:15])[H:13])[H:12]>>[C:1](/[C:4](=[C:3](/[C:2](=[O:7])[H:8])[H:11])[H:12])([C:5](=[C:6]([H:14])[H:15])[H:13])([H:9])[H:10],71.17920749999143
MR_102174_0,[C:1]1([C:4]([O:6][H:9])=[O:7])([O:5][H:8])[C:2]([H:10])([H:11])[C:3]1([H:12])[H:13]>>[C:1]([C:2]([C:4]([O:6][H:9])=[O:7])([H:10])[H:11])(=[C:3]([H:12])[H:13])[O:5][H:8],69.89597000002107
MR_102186_0,[C@@:1]([C:3](=[O:7])[H:10])(/[C:4](=[C:5](\[C:2]([H:13])([H:14])[H:15])[H:12])[H:11])([O:6][H:8])[H:9]>>[C:1](=[C:4](\[C@:5]([C:2]([H:13])([H:14])[H:15])([C:3](=[O:7])[H:10])[H:12])[H:11])(\[O:6][H:8])[H:9],54.72929500000447
MR_102186_1,[C@@:1]([C:3](=[O:7])[H:10])(/[C:4](=[C:5](\[C:2]([H:13])([H:14])[H:15])[H:12])[H:11])([O:6][H:8])[H:9]>>[C:1](=[C:4](\[C@:5]([C:2]([H:13])([H:14])[H:15])([C:3](=[O:7])[H:10])[H:12])[H:11])(\[O:6][H:8])[H:9],55.49735499999144
MR_102187_2,[C:1]([C:3](/[C:4](=[C:5](\[C:2]([H:13])([H:14])[H:15])[H:12])[H:11])([O:7][H:8])[H:10])(=[O:6])[H:9]>>[C:1]([C:3](=[O:7])[H:10])(/[C:4](=[C:5](\[C:2]([H:13])([H:14])[H:15])[H:12])[H:11])([O:6][H:8])[H:9],42.46480750000842
MR_102190_0,[C:1]1([O:5][H:7])([H:8])[C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:9])[O:6]1>>[C:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([O:6][H:7])[H:9])(=[O:5])[H:8],37.20070999995869
MR_102190_1,[C:1]1([O:5][H:7])([H:8])[C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:9])[O:6]1>>[C:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([O:6][H:7])[H:9])(=[O:5])[H:8],38.633919999978446
MR_102227_0,[C:1]([N:3]([N:4]([C:5]([C:2]([H:13])([H:14])[H:15])=[O:7])[H:9])[O:6][H:8])([H:10])([H:11])[H:12]>>[C:1]([N:3]([O:6][H:8])[O:7]/[C:5]([C:2]([H:13])([H:14])[H:15])=[N:4]/[H:9])([H:10])([H:11])[H:12],66.18744500000318
MR_102234_2,[C:1]([N:3]([N:4]([C:5]([C:2]([H:13])([H:14])[H:15])=[O:7])[H:9])[O:6][H:8])([H:10])([H:11])[H:12]>>[C:1]([N:3]([N:4]([O:6][H:8])[H:9])[C:5]([C:2]([H:13])([H:14])[H:15])=[O:7])([H:10])([H:11])[H:12],46.956452500010926
MR_102318_2,[C:1]([C:4](=[C:5]([C:2]([H:13])([H:14])[H:15])[C:3]([H:16])([H:17])[H:18])[N:6]([H:9])[H:10])([O:7][H:8])([H:11])[H:12]>>[C:1](=[C:4]([C:5]([C:2]([H:13])([H:14])[H:15])([C:3]([H:16])([H:17])[H:18])[O:7][H:8])[N:6]([H:9])[H:10])([H:11])[H:12],63.34424250001206
MR_102319_0,[C:1](/[C:6](=[C:4](/[C:2]([H:13])([H:14])[H:15])[C:5]([C:3]([H:16])([H:17])[H:18])=[C:7]([H:19])[H:20])[H:12])([O:8][H:9])([H:10])[H:11]>>[C:1](=[C:6]([C:4]([C:2]([H:13])([H:14])[H:15])([C:5]([C:3]([H:16])([H:17])[H:18])=[C:7]([H:19])[H:20])[O:8][H:9])[H:12])([H:10])[H:11],58.95550749999941
MR_102345_0,[C:1](/[N:7]=[C:2](\[C:3]([N:4]([H:9])[H:10])=[C:5]([H:14])[H:15])[O:6][H:8])([H:11])([H:12])[H:13]>>[C:1]([N:7]1[C:2]([O:6][H:8])=[C:3]([N:4]([H:9])[H:10])[C:5]1([H:14])[H:15])([H:11])([H:12])[H:13],64.2327824999802
MR_102368_0,[C:1]([C:4]([N:2]([C:3]([N:5]([H:10])[H:11])=[O:7])[O:6][H:9])=[O:8])([H:12])([H:13])[H:14]>>[C:1](/[C:4](=[N:2]/[O:6][H:9])[O:8][C:3]([N:5]([H:10])[H:11])=[O:7])([H:12])([H:13])[H:14],47.98931750000705
MR_102382_0,[C:1]([C:4]([N:2]([C:3]([N:5]([H:10])[H:11])=[O:7])[O:6][H:9])=[O:8])([H:12])([H:13])[H:14]>>[C:1]([C:4]([O:7]/[C:3](=[N:2]\[O:6][H:9])[N:5]([H:10])[H:11])=[O:8])([H:12])([H:13])[H:14],63.01543249998616
MR_102394_1,[C:1]([N:3]([C:2]([H:16])([H:17])[H:18])[O:7][H:9])(/[C:4](=[C:6](\[N:5]([H:11])[H:12])[H:15])[O:8][H:10])([H:13])[H:14]>>[C:1]1([H:13])([H:14])[N:3]([C:2]([H:16])([H:17])[H:18])[C:4]1([C:6]([N:5]([H:11])[H:12])([O:7][H:9])[H:15])[O:8][H:10],68.32471000002883
MR_102412_1,[C:1]([C:4]([C:3]([N:5]([H:11])[H:12])=[O:8])(/[C:6](=[N:2]/[H:10])[H:13])[O:7][H:9])([H:14])([H:15])[H:16]>>[C:1](/[C:4](=[C:6](/[N:2]([C:3]([N:5]([H:11])[H:12])=[O:8])[H:10])[H:13])[O:7][H:9])([H:14])([H:15])[H:16],69.60229999997779
MR_102420_0,[C:1](/[C:2](=[C:5](/[N:4]([H:11])[H:12])[H:13])[O:6][H:8])([N:3]([H:9])[H:10])=[O:7]>>[C:1]1([N:3]([H:9])[H:10])=[C:2]([O:6][H:8])[C:5]([N:4]([H:11])[H:12])([H:13])[O:7]1,50.48112000002931
MR_102420_1,[C:1](/[C:2](=[C:5](/[N:4]([H:11])[H:12])[H:13])[O:6][H:8])([N:3]([H:9])[H:10])=[O:7]>>[C:1]1([N:3]([H:9])[H:10])=[C:2]([O:6][H:8])[C:5]([N:4]([H:11])[H:12])([H:13])[O:7]1,50.64427000000976
MR_102424_2,[C:1]([C:4](=[C:5]([H:13])[H:14])[O:6][C:2]([C:3]([H:15])([H:16])[H:17])([H:11])[H:12])([O:7][H:8])([H:9])[H:10]>>[C:1]([C:4]([C:5]([C:2]([C:3]([H:15])([H:16])[H:17])([H:11])[H:12])([H:13])[H:14])=[O:6])([O:7][H:8])([H:9])[H:10],70.08610249996906
